time,precipitation,temperature,irradiance_surface,irradiance_toa,snowfall,snow_mass,cloud_cover,air_density,generation solar,generation wind onshore
2015-01-01 00:00:00,0.0002,3.438,0.0,0.0,0.0,0.0402,0.1066,1.2187,49.0,6378.0
2015-01-01 01:00:00,0.0003,3.217,0.0,0.0,0.0,0.0402,0.1254,1.2196,50.0,5890.0
2015-01-01 02:00:00,0.0004,3.103,0.0,0.0,0.0,0.0402,0.121,1.2203,50.0,5461.0
2015-01-01 03:00:00,0.0004,3.051,0.0,0.0,0.0,0.0402,0.095,1.2211,50.0,5238.0
2015-01-01 04:00:00,0.0003,2.982,0.0,0.0,0.0,0.0402,0.083,1.2219,42.0,4935.0
2015-01-01 05:00:00,0.0002,2.923,0.0,0.0,0.0,0.0402,0.0801,1.2227,34.0,4618.0
2015-01-01 06:00:00,0.0002,2.908,0.0,0.0,0.0,0.0402,0.0859,1.2235,34.0,4397.0
2015-01-01 07:00:00,0.0002,2.978,10.4819,25.1721,0.0,0.0402,0.0797,1.2244,35.0,3992.0
2015-01-01 08:00:00,0.0001,4.702,119.2671,204.3014,0.0,0.0402,0.0734,1.2247,54.0,3629.0
2015-01-01 09:00:00,0.0001,7.097,267.0815,396.6611,0.0,0.0399,0.0543,1.2231,743.0,3073.0
2015-01-01 10:00:00,0.0001,8.89,389.1577,538.0546,0.0,0.0392,0.0359,1.2185,2019.0,2683.0
2015-01-01 11:00:00,0.0,10.413,461.105,618.7199,0.0,0.038,0.0372,1.2124,3197.0,2771.0
2015-01-01 12:00:00,0.0001,11.503,473.7654,633.1801,0.0,0.0364,0.042,1.207,3885.0,2906.0
2015-01-01 13:00:00,0.0,11.963,427.6067,580.4995,0.0,0.0349,0.0513,1.2038,4007.0,2923.0
2015-01-01 14:00:00,0.0,11.851,327.1402,464.2368,0.0,0.034,0.0645,1.2025,3973.0,2945.0
2015-01-01 15:00:00,0.0,10.65,184.8461,292.2934,0.0,0.0337,0.0797,1.2028,3818.0,2709.0
2015-01-01 16:00:00,0.0,8.569,44.9099,89.45,0.0,0.0336,0.1044,1.2043,3088.0,2552.0
2015-01-01 17:00:00,0.0,7.394,2.5125,7.8168,0.0,0.0336,0.1246,1.2067,1467.0,2699.0
2015-01-01 18:00:00,0.0001,6.851,0.0378,0.2073,0.0,0.0336,0.1587,1.2091,404.0,2764.0
2015-01-01 19:00:00,0.0003,6.37,0.0,0.0,0.0,0.0336,0.183,1.211,139.0,2913.0
2015-01-01 20:00:00,0.0008,5.872,0.0,0.0,0.0,0.0336,0.1924,1.2126,100.0,3118.0
2015-01-01 21:00:00,0.0016,5.473,0.0,0.0,0.0,0.0336,0.1875,1.214,75.0,3373.0
2015-01-01 22:00:00,0.0018,5.125,0.0,0.0,0.0,0.0336,0.2119,1.2152,74.0,3508.0
2015-01-01 23:00:00,0.0027,4.878,0.0,0.0,0.0,0.0336,0.2984,1.2159,56.0,3527.0
2015-01-02 00:00:00,0.0031,4.737,0.0,0.0,0.0,0.0336,0.3157,1.2163,54.0,13232.0
2015-01-02 01:00:00,0.0024,4.594,0.0,0.0,0.0,0.0336,0.2146,1.2168,54.0,12760.0
2015-01-02 02:00:00,0.0034,4.491,0.0,0.0,0.0,0.0336,0.1884,1.2174,54.0,12174.0
2015-01-02 03:00:00,0.0012,4.337,0.0,0.0,0.0,0.0337,0.1686,1.2182,53.0,11358.0
2015-01-02 04:00:00,0.0018,4.106,0.0,0.0,0.0,0.0337,0.1385,1.219,53.0,11199.0
2015-01-02 05:00:00,0.0011,3.97,0.0,0.0,0.0,0.0337,0.1455,1.2198,63.0,11152.0
2015-01-02 06:00:00,0.0005,3.928,0.0,0.0,0.0,0.0337,0.173,1.2207,55.0,11169.0
2015-01-02 07:00:00,0.0001,4.013,11.3589,25.7477,0.0,0.0337,0.2063,1.2215,54.0,11205.0
2015-01-02 08:00:00,0.003,5.688,117.9877,205.802,0.0,0.0336,0.2394,1.2217,116.0,10920.0
2015-01-02 09:00:00,0.014,8.198,255.1349,398.2793,0.0,0.0334,0.2813,1.2199,1039.0,10491.0
2015-01-02 10:00:00,0.0137,10.099,362.7132,539.7723,0.0,0.0327,0.3954,1.2152,2373.0,10156.0
2015-01-02 11:00:00,0.0033,11.7,420.544,620.5091,0.0,0.0309,0.5545,1.2089,3699.0,10421.0
2015-01-02 12:00:00,0.0007,12.832,422.2305,635.0013,0.0,0.0281,0.6231,1.2032,4154.0,11230.0
2015-01-02 13:00:00,0.0003,13.3,370.4968,582.2953,0.0,0.0263,0.6663,1.1998,4074.0,11920.0
2015-01-02 14:00:00,0.0,13.015,274.3618,465.9444,0.0,0.0253,0.693,1.1986,3851.0,11819.0
2015-01-02 15:00:00,0.0,11.638,150.3724,293.897,0.0,0.0251,0.7064,1.199,3619.0,11961.0
2015-01-02 16:00:00,0.0,9.687,36.9728,90.5732,0.0,0.0251,0.714,1.2005,3024.0,12025.0
2015-01-02 17:00:00,0.0,8.59,2.311,7.8894,0.0,0.0251,0.7094,1.2026,2053.0,12077.0
2015-01-02 18:00:00,0.0,8.133,0.0394,0.2149,0.0,0.0251,0.6779,1.2045,769.0,11276.0
2015-01-02 19:00:00,0.0,7.716,0.0,0.0,0.0,0.0251,0.6368,1.206,266.0,10510.0
2015-01-02 20:00:00,0.0,7.338,0.0,0.0,0.0,0.025,0.5715,1.207,165.0,10406.0
2015-01-02 21:00:00,0.0,6.976,0.0,0.0,0.0,0.025,0.4787,1.2079,137.0,10445.0
2015-01-02 22:00:00,0.0,6.617,0.0,0.0,0.0,0.025,0.3638,1.2088,137.0,9976.0
2015-01-02 23:00:00,0.0,6.335,0.0,0.0,0.0,0.025,0.2685,1.2095,137.0,9527.0
2015-01-03 00:00:00,0.0001,6.112,0.0,0.0,0.0,0.025,0.1771,1.2101,62.0,9264.0
2015-01-03 01:00:00,0.0001,5.932,0.0,0.0,0.0,0.025,0.1333,1.2107,62.0,9135.0
2015-01-03 02:00:00,0.0001,5.823,0.0,0.0,0.0,0.025,0.1354,1.2114,61.0,9362.0
2015-01-03 03:00:00,0.0001,5.707,0.0,0.0,0.0,0.025,0.145,1.2121,61.0,9628.0
2015-01-03 04:00:00,0.0001,5.583,0.0,0.0,0.0,0.025,0.162,1.2126,61.0,9607.0
2015-01-03 05:00:00,0.0001,5.479,0.0,0.0,0.0,0.025,0.2,1.2131,61.0,9666.0
2015-01-03 06:00:00,0.0001,5.475,0.0,0.0,0.0,0.025,0.2955,1.2137,61.0,9743.0
2015-01-03 07:00:00,0.0001,5.633,11.5076,26.3884,0.0,0.025,0.3756,1.2143,63.0,9401.0
2015-01-03 08:00:00,0.0001,7.23,119.8818,207.4311,0.0,0.025,0.3629,1.2143,233.0,8363.0
2015-01-03 09:00:00,0.0001,9.732,264.4102,400.0553,0.0,0.0245,0.2965,1.2126,820.0,7924.0
2015-01-03 10:00:00,0.0001,11.6,384.6384,541.6192,0.0,0.0228,0.2466,1.2083,1665.0,7592.0
2015-01-03 11:00:00,0.0001,13.253,454.6247,622.4315,0.0,0.0206,0.2723,1.2014,2488.0,7874.0
2015-01-03 12:00:00,0.0001,14.459,468.7948,636.9599,0.0,0.0185,0.3278,1.1952,3218.0,8192.0
2015-01-03 13:00:00,0.0001,15.102,423.6075,584.2003,0.0,0.0167,0.3681,1.1908,3695.0,8718.0
2015-01-03 14:00:00,0.0001,14.974,325.618,467.7965,0.0,0.0156,0.3842,1.1891,3780.0,9152.0
2015-01-03 15:00:00,0.0001,13.668,187.0735,295.6396,0.0,0.0151,0.3741,1.1895,3370.0,9382.0
2015-01-03 16:00:00,0.0001,11.51,48.2002,91.8026,0.0,0.0151,0.3199,1.1913,2692.0,9307.0
2015-01-03 17:00:00,0.0002,10.265,3.9018,7.9687,0.0,0.0151,0.2414,1.194,1931.0,8892.0
2015-01-03 18:00:00,0.0003,9.554,0.0616,0.2233,0.0,0.0151,0.1573,1.1967,1015.0,8568.0
2015-01-03 19:00:00,0.0004,8.868,0.0,0.0,0.0,0.0151,0.0985,1.1991,502.0,9005.0
2015-01-03 20:00:00,0.0004,8.325,0.0,0.0,0.0,0.015,0.0792,1.2011,355.0,9672.0
2015-01-03 21:00:00,0.0003,7.834,0.0,0.0,0.0,0.015,0.0826,1.2027,291.0,10081.0
2015-01-03 22:00:00,0.0003,7.448,0.0,0.0,0.0,0.015,0.0832,1.2039,207.0,10537.0
2015-01-03 23:00:00,0.0003,7.027,0.0,0.0,0.0,0.0149,0.0902,1.2047,117.0,10953.0
2015-01-04 00:00:00,0.0004,6.649,0.0,0.0,0.0,0.0147,0.0991,1.2053,692.0,8540.0
2015-01-04 01:00:00,0.0006,6.385,0.0,0.0,0.0,0.0144,0.1326,1.2061,684.0,8080.0
2015-01-04 02:00:00,0.0014,6.218,0.0,0.0,0.0,0.0142,0.1313,1.2071,648.0,7773.0
2015-01-04 03:00:00,0.0028,6.064,0.0,0.0,0.0,0.014,0.1165,1.2081,640.0,7601.0
2015-01-04 04:00:00,0.0041,5.845,0.0,0.0,0.0,0.0139,0.1123,1.2091,563.0,7584.0
2015-01-04 05:00:00,0.0045,5.641,0.0,0.0,0.0,0.0138,0.1123,1.2101,372.0,7812.0
2015-01-04 06:00:00,0.0043,5.512,0.0,0.0,0.0,0.0136,0.1425,1.2109,179.0,7950.0
2015-01-04 07:00:00,0.0042,5.554,11.6834,27.0938,0.0,0.0134,0.1711,1.2115,129.0,8228.0
2015-01-04 08:00:00,0.0037,7.359,115.792,209.2107,0.0,0.0132,0.1476,1.211,357.0,8341.0
2015-01-04 09:00:00,0.003,9.965,251.6173,401.9864,0.0,0.0128,0.1216,1.2085,1634.0,8569.0
2015-01-04 10:00:00,0.0023,11.913,362.0823,543.6586,0.0,0.0121,0.1119,1.2026,3830.0,8433.0
2015-01-04 11:00:00,0.0018,13.808,431.2353,624.5294,0.0,0.0113,0.0913,1.1945,4937.0,8001.0
2015-01-04 12:00:00,0.0016,15.088,452.4779,639.0749,0.0,0.0103,0.0728,1.1881,5302.0,7520.0
2015-01-04 13:00:00,0.0013,15.611,411.6217,586.2841,0.0,0.0094,0.0721,1.1844,5590.0,7274.0
2015-01-04 14:00:00,0.0014,15.478,318.2086,469.797,0.0,0.0089,0.0692,1.183,5668.0,6878.0
2015-01-04 15:00:00,0.0011,14.201,184.7305,297.5169,0.0,0.0087,0.0734,1.1839,5593.0,7517.0
2015-01-04 16:00:00,0.0009,11.798,48.9459,93.1418,0.0,0.0088,0.0746,1.1864,5316.0,7999.0
2015-01-04 17:00:00,0.0008,10.395,3.9463,8.0584,0.0,0.0088,0.0702,1.1897,4907.0,8181.0
2015-01-04 18:00:00,0.0003,9.738,0.063,0.2326,0.0,0.0088,0.065,1.1927,4200.0,8260.0
2015-01-04 19:00:00,0.0003,9.03,0.0,0.0,0.0,0.0088,0.061,1.1954,2911.0,8156.0
2015-01-04 20:00:00,0.0005,8.355,0.0,0.0,0.0,0.0088,0.0604,1.198,1392.0,8347.0
2015-01-04 21:00:00,0.0002,7.899,0.0,0.0,0.0,0.0088,0.0649,1.1999,748.0,8875.0
2015-01-04 22:00:00,0.0001,7.609,0.0,0.0,0.0,0.0088,0.0781,1.2014,696.0,8922.0
2015-01-04 23:00:00,0.0001,7.384,0.0,0.0,0.0,0.0088,0.115,1.2026,672.0,8735.0
2015-01-05 00:00:00,0.0002,7.186,0.0,0.0,0.0,0.0088,0.1504,1.2037,691.0,7351.0
2015-01-05 01:00:00,0.0001,6.91,0.0,0.0,0.0,0.0088,0.1737,1.2049,668.0,7403.0
2015-01-05 02:00:00,0.0001,6.576,0.0,0.0,0.0,0.0088,0.1774,1.206,662.0,7887.0
2015-01-05 03:00:00,0.0001,6.251,0.0,0.0,0.0,0.0088,0.1721,1.2069,,
2015-01-05 04:00:00,0.0003,5.929,0.0,0.0,0.0,0.0088,0.1543,1.2077,570.0,8348.0
2015-01-05 05:00:00,0.0004,5.658,0.0,0.0,0.0,0.0088,0.1463,1.2083,428.0,8526.0
2015-01-05 06:00:00,0.0004,5.557,0.0,0.0,0.0,0.0088,0.1446,1.2087,243.0,8518.0
2015-01-05 07:00:00,0.0004,5.588,11.7688,27.8651,0.0,0.0088,0.1456,1.2093,155.0,8263.0
2015-01-05 08:00:00,0.0004,7.047,117.0031,211.1224,0.0,0.0088,0.1406,1.2094,500.0,8326.0
2015-01-05 09:00:00,0.0004,9.199,256.8576,404.0412,0.0,0.0087,0.1108,1.2077,1333.0,8046.0
2015-01-05 10:00:00,0.0002,10.899,376.3644,545.8386,0.0,0.0081,0.0672,1.2024,2482.0,8439.0
2015-01-05 11:00:00,0.0002,12.418,450.4437,626.7756,0.0,0.0074,0.0514,1.196,3339.0,9131.0
2015-01-05 12:00:00,0.0002,13.477,467.1209,641.3287,0.0,0.0066,0.0537,1.1906,,
2015-01-05 13:00:00,0.0002,13.945,420.7858,588.5135,0.0,0.006,0.0637,1.1873,,
2015-01-05 14:00:00,0.0002,13.853,320.7221,471.955,0.0,0.0056,0.0849,1.186,,
2015-01-05 15:00:00,0.0003,12.811,184.2667,299.5674,0.0,0.0054,0.1115,1.1868,,
2015-01-05 16:00:00,0.0003,10.359,48.3424,94.5912,0.0,0.0054,0.1205,1.1891,,
2015-01-05 17:00:00,0.0004,8.894,4.3732,8.157,0.0,0.0054,0.1186,1.1921,,
2015-01-05 18:00:00,0.0005,8.219,0.0733,0.243,0.0,0.0054,0.1394,1.1948,2944.0,7431.0
2015-01-05 19:00:00,0.0007,7.736,0.0,0.0,0.0,0.0054,0.1655,1.1969,1971.0,6570.0
2015-01-05 20:00:00,0.0007,7.261,0.0,0.0,0.0,0.0054,0.2052,1.1988,958.0,5549.0
2015-01-05 21:00:00,0.0006,6.839,0.0,0.0,0.0,0.0054,0.2928,1.2007,605.0,4979.0
2015-01-05 22:00:00,0.0006,6.463,0.0,0.0,0.0,0.0054,0.3973,1.2025,518.0,4822.0
2015-01-05 23:00:00,0.0006,6.129,0.0,0.0,0.0,0.0054,0.4748,1.204,394.0,4982.0
2015-01-06 00:00:00,0.0005,5.806,0.0,0.0,0.0,0.0054,0.537,1.2052,626.0,4052.0
2015-01-06 01:00:00,0.0008,5.566,0.0,0.0,0.0,0.0054,0.6162,1.2066,624.0,3832.0
2015-01-06 02:00:00,0.001,5.395,0.0,0.0,0.0,0.0054,0.6666,1.2077,616.0,3398.0
2015-01-06 03:00:00,0.0013,5.192,0.0,0.0,0.0,0.0054,0.69,1.2084,582.0,3003.0
2015-01-06 04:00:00,0.0017,4.975,0.0,0.0,0.0,0.0054,0.6994,1.2088,576.0,2569.0
2015-01-06 05:00:00,0.0015,4.798,0.0,0.0,0.0,0.0054,0.7022,1.2096,499.0,2380.0
2015-01-06 06:00:00,0.0015,4.668,0.0,0.0,0.0,0.0054,0.6908,1.2105,415.0,2196.0
2015-01-06 07:00:00,0.0015,4.673,10.0785,28.7049,0.0,0.0054,0.6702,1.2115,412.0,1701.0
2015-01-06 08:00:00,0.0016,6.068,101.7248,213.1723,0.0,0.0054,0.6392,1.2118,1168.0,1102.0
2015-01-06 09:00:00,0.0019,7.931,228.4797,406.2697,0.0,0.0054,0.5289,1.21,3018.0,682.0
2015-01-06 10:00:00,0.002,9.543,334.7156,548.1566,0.0,0.005,0.4243,1.2048,4129.0,470.0
2015-01-06 11:00:00,0.0019,10.992,398.8416,629.1739,0.0,0.0046,0.3982,1.1988,4642.0,472.0
2015-01-06 12:00:00,0.0016,11.907,409.9808,643.7487,0.0,0.0041,0.4097,1.1944,4976.0,683.0
2015-01-06 13:00:00,0.0016,12.369,370.5651,590.9064,0.0,0.0037,0.4288,1.1915,5044.0,1041.0
2015-01-06 14:00:00,0.0013,12.352,283.6658,474.2387,0.0,0.0034,0.4264,1.1903,4887.0,1652.0
2015-01-06 15:00:00,0.0014,11.501,161.8818,301.7154,0.0,0.0034,0.4352,1.191,4641.0,2761.0
2015-01-06 16:00:00,0.0015,9.549,42.9216,96.1519,0.0,0.0034,0.4399,1.1932,4279.0,3277.0
2015-01-06 17:00:00,0.0016,8.343,4.2304,8.2642,0.0001,0.0035,0.449,1.1963,3824.0,3281.0
2015-01-06 18:00:00,0.0004,7.755,0.0722,0.2544,0.0,0.0035,0.4552,1.1991,3132.0,3781.0
2015-01-06 19:00:00,0.0004,7.212,0.0,0.0,0.0,0.0035,0.4573,1.2016,2383.0,3943.0
2015-01-06 20:00:00,0.0004,6.628,0.0,0.0,0.0,0.0035,0.4531,1.204,1586.0,4028.0
2015-01-06 21:00:00,0.0004,6.214,0.0,0.0,0.0,0.0035,0.4548,1.206,891.0,3661.0
2015-01-06 22:00:00,0.0004,5.901,0.0,0.0,0.0,0.0035,0.4727,1.2077,696.0,3485.0
2015-01-06 23:00:00,0.0005,5.667,0.0,0.0,0.0,0.0035,0.4753,1.2091,669.0,3276.0
2015-01-07 00:00:00,0.0008,5.439,0.0,0.0,0.0,0.0035,0.4662,1.2104,1280.0,6210.0
2015-01-07 01:00:00,0.0016,5.194,0.0,0.0,0.0,0.0035,0.456,1.2116,1253.0,5993.0
2015-01-07 02:00:00,0.0024,4.956,0.0,0.0,0.0,0.0035,0.4478,1.2126,1231.0,5529.0
2015-01-07 03:00:00,0.0026,4.758,0.0,0.0,0.0001,0.0036,0.4483,1.2135,1223.0,5127.0
2015-01-07 04:00:00,0.0023,4.622,0.0,0.0,0.0001,0.0036,0.4575,1.2145,1189.0,4940.0
2015-01-07 05:00:00,0.0021,4.622,0.0,0.0,0.0001,0.0036,0.4919,1.2156,1142.0,4735.0
2015-01-07 06:00:00,0.0023,4.639,0.0,0.0,0.0002,0.0036,0.4991,1.2168,1043.0,4266.0
2015-01-07 07:00:00,0.002,4.651,7.096,29.6155,0.0002,0.0036,0.4813,1.218,979.0,3849.0
2015-01-07 08:00:00,0.0017,5.807,82.6481,215.3507,0.0001,0.0036,0.4486,1.2186,1336.0,3369.0
2015-01-07 09:00:00,0.0011,7.456,199.1919,408.6161,0.0,0.0035,0.3838,1.2168,2121.0,2959.0
2015-01-07 10:00:00,0.0009,9.016,307.5657,550.6517,0.0,0.0034,0.3431,1.2118,2841.0,3226.0
2015-01-07 11:00:00,0.0009,10.552,383.531,631.7084,0.0,0.0032,0.3311,1.2055,3556.0,4273.0
2015-01-07 12:00:00,0.0009,11.546,408.1372,646.3444,0.0,0.0028,0.2894,1.2007,3756.0,5914.0
2015-01-07 13:00:00,0.001,12.123,379.917,593.4373,0.0,0.0026,0.2624,1.1972,3639.0,7320.0
2015-01-07 14:00:00,0.0011,12.228,299.9674,476.6874,0.0,0.0024,0.2343,1.1955,4133.0,7837.0
2015-01-07 15:00:00,0.0013,11.605,174.5239,304.0274,0.0,0.0024,0.224,1.1956,4896.0,7890.0
2015-01-07 16:00:00,0.0026,9.76,48.0212,97.833,0.0,0.0024,0.2029,1.1975,4647.0,7996.0
2015-01-07 17:00:00,0.0039,8.461,4.1231,8.3831,0.0,0.0024,0.1902,1.2001,4184.0,7955.0
2015-01-07 18:00:00,0.0044,7.724,0.0738,0.2667,0.0,0.0024,0.1854,1.2028,3631.0,7582.0
2015-01-07 19:00:00,0.0037,7.121,0.0,0.0,0.0,0.0024,0.1934,1.2051,2772.0,6821.0
2015-01-07 20:00:00,0.0031,6.603,0.0,0.0,0.0,0.0024,0.2026,1.2073,2013.0,6198.0
2015-01-07 21:00:00,0.0025,6.204,0.0,0.0,0.0,0.0024,0.2027,1.2093,1193.0,6139.0
2015-01-07 22:00:00,0.002,5.82,0.0,0.0,0.0,0.0024,0.2055,1.2113,636.0,6398.0
2015-01-07 23:00:00,0.0018,5.472,0.0,0.0,0.0,0.0024,0.2141,1.2132,573.0,6262.0
2015-01-08 00:00:00,0.0017,5.151,0.0,0.0,0.0,0.0024,0.2209,1.2148,433.0,5908.0
2015-01-08 01:00:00,0.0013,4.89,0.0,0.0,0.0,0.0024,0.2261,1.2164,391.0,5509.0
2015-01-08 02:00:00,0.0009,4.67,0.0,0.0,0.0,0.0024,0.2282,1.2177,352.0,5204.0
2015-01-08 03:00:00,0.0009,4.455,0.0,0.0,0.0,0.0024,0.2448,1.2187,328.0,4891.0
2015-01-08 04:00:00,0.0009,4.295,0.0,0.0,0.0,0.0024,0.252,1.2195,327.0,4738.0
2015-01-08 05:00:00,0.0011,4.194,0.0,0.0,0.0,0.0024,0.2467,1.2206,320.0,4868.0
2015-01-08 06:00:00,0.0008,4.137,0.0,0.0,0.0,0.0024,0.257,1.2218,265.0,4809.0
2015-01-08 07:00:00,0.0009,4.223,11.8702,30.6001,0.0,0.0024,0.278,1.2231,223.0,4849.0
2015-01-08 08:00:00,0.0013,5.851,114.7467,217.6743,0.0,0.0024,0.276,1.2239,708.0,4285.0
2015-01-08 09:00:00,0.0009,7.912,251.1032,411.1106,0.0,0.0024,0.2362,1.222,2225.0,3889.0
2015-01-08 10:00:00,0.0003,9.749,374.0328,553.2718,0.0,0.0022,0.1983,1.216,3943.0,3330.0
2015-01-08 11:00:00,0.0001,11.519,447.743,634.442,0.0,0.002,0.1959,1.2088,4514.0,2911.0
2015-01-08 12:00:00,0.0003,12.706,462.1314,649.0563,0.0,0.0018,0.2294,1.2034,4926.0,2376.0
2015-01-08 13:00:00,0.0003,13.274,410.3455,596.1025,0.0,0.0017,0.2912,1.2001,5067.0,1917.0
2015-01-08 14:00:00,0.0003,13.304,313.4132,479.2727,0.0,0.0016,0.335,1.1987,5092.0,1741.0
2015-01-08 15:00:00,0.0003,12.388,182.0073,306.4681,0.0,0.0016,0.3693,1.1992,5019.0,1680.0
2015-01-08 16:00:00,0.0002,10.281,50.4927,99.6252,0.0,0.0016,0.4375,1.2014,4803.0,1774.0
2015-01-08 17:00:00,0.0002,8.76,4.5173,8.5121,0.0,0.0016,0.4842,1.2046,4507.0,2001.0
2015-01-08 18:00:00,0.0012,7.831,0.0837,0.28,0.0,0.0016,0.4289,1.2078,4010.0,2574.0
2015-01-08 19:00:00,0.0027,7.094,0.0,0.0,0.0,0.0016,0.2255,1.2107,3321.0,3022.0
2015-01-08 20:00:00,0.0041,6.593,0.0,0.0,0.0,0.0016,0.1635,1.2132,2089.0,3312.0
2015-01-08 21:00:00,0.0033,6.273,0.0,0.0,0.0,0.0016,0.1844,1.2153,957.0,3478.0
2015-01-08 22:00:00,0.002,5.967,0.0,0.0,0.0,0.0016,0.2079,1.217,721.0,3726.0
2015-01-08 23:00:00,0.0017,5.748,0.0,0.0,0.0001,0.0016,0.18,1.2185,691.0,3968.0
2015-01-09 00:00:00,0.0012,5.561,0.0,0.0,0.0001,0.0017,0.163,1.2196,39.0,3552.0
2015-01-09 01:00:00,0.0007,5.331,0.0,0.0,0.0,0.0017,0.1639,1.2205,38.0,3334.0
2015-01-09 02:00:00,0.0005,5.098,0.0,0.0,0.0,0.0017,0.1557,1.221,37.0,3486.0
2015-01-09 03:00:00,0.0002,4.91,0.0,0.0,0.0,0.0017,0.133,1.2215,37.0,3492.0
2015-01-09 04:00:00,0.0003,4.757,0.0,0.0,0.0,0.0017,0.1231,1.2221,36.0,3541.0
2015-01-09 05:00:00,0.0005,4.726,0.0,0.0,0.0,0.0017,0.1511,1.2227,41.0,3603.0
2015-01-09 06:00:00,0.0008,4.721,0.0,0.0,0.0001,0.0017,0.2042,1.2233,45.0,3952.0
2015-01-09 07:00:00,0.0015,4.827,13.9838,31.6603,0.0003,0.0018,0.1757,1.2237,58.0,4209.0
2015-01-09 08:00:00,0.0021,6.808,133.0734,220.1254,0.0,0.0017,0.1172,1.2235,317.0,4171.0
2015-01-09 09:00:00,0.004,9.41,284.8852,413.7594,0.0,0.0017,0.0726,1.2208,1107.0,3873.0
2015-01-09 10:00:00,0.006,11.438,404.8066,556.0488,0.0,0.0016,0.0799,1.2144,2133.0,3865.0
2015-01-09 11:00:00,0.0055,13.226,474.1594,637.2616,0.0,0.0014,0.0928,1.2068,3193.0,3802.0
2015-01-09 12:00:00,0.0038,14.467,485.7186,651.8884,0.0,0.0012,0.0443,1.2006,3932.0,3676.0
2015-01-09 13:00:00,0.0024,15.033,438.6558,598.9562,0.0,0.0011,0.042,1.1969,4156.0,3620.0
2015-01-09 14:00:00,0.0018,14.992,337.9775,482.0078,0.0,0.001,0.046,1.1954,4285.0,3774.0
2015-01-09 15:00:00,0.0013,13.912,198.0692,309.0499,0.0,0.001,0.0227,1.1957,4135.0,4045.0
2015-01-09 16:00:00,0.0009,11.665,53.734,101.537,0.0,0.001,0.0137,1.1974,3883.0,4345.0
2015-01-09 17:00:00,0.0005,10.225,3.856,8.6529,0.0,0.0009,0.0087,1.2,3513.0,4914.0
2015-01-09 18:00:00,0.0002,9.398,0.0776,0.2946,0.0,0.0009,0.0071,1.2024,3253.0,5564.0
2015-01-09 19:00:00,0.0001,8.663,0.0,0.0,0.0,0.0009,0.0062,1.2043,2403.0,5966.0
2015-01-09 20:00:00,0.0,8.1,0.0,0.0,0.0,0.0009,0.0051,1.2057,1060.0,5879.0
2015-01-09 21:00:00,0.0,7.652,0.0,0.0,0.0,0.0009,0.004,1.2066,530.0,5861.0
2015-01-09 22:00:00,0.0,7.327,0.0,0.0,0.0,0.0009,0.0041,1.2069,444.0,5431.0
2015-01-09 23:00:00,0.0001,7.148,0.0,0.0,0.0,0.0009,0.0052,1.207,386.0,5147.0
2015-01-10 00:00:00,0.0004,7.067,0.0,0.0,0.0,0.0009,0.0084,1.2071,384.0,996.0
2015-01-10 01:00:00,0.0007,6.998,0.0,0.0,0.0,0.0008,0.0125,1.2074,167.0,897.0
2015-01-10 02:00:00,0.0012,6.879,0.0,0.0,0.0,0.0008,0.0188,1.2076,102.0,934.0
2015-01-10 03:00:00,0.0012,6.624,0.0,0.0,0.0,0.0008,0.0236,1.2081,103.0,933.0
2015-01-10 04:00:00,0.0011,6.328,0.0,0.0,0.0,0.0008,0.0292,1.209,102.0,898.0
2015-01-10 05:00:00,0.0009,6.077,0.0,0.0,0.0,0.0008,0.0337,1.2098,102.0,826.0
2015-01-10 06:00:00,0.0009,5.865,0.0,0.0,0.0,0.0008,0.0394,1.2106,102.0,890.0
2015-01-10 07:00:00,0.0004,5.828,15.0391,32.8011,0.0,0.0008,0.0479,1.2114,103.0,998.0
2015-01-10 08:00:00,0.0003,7.663,133.5497,222.7061,0.0,0.0008,0.0381,1.2116,233.0,1183.0
2015-01-10 09:00:00,0.0003,10.393,284.5096,416.5323,0.0,0.0007,0.0194,1.209,1209.0,1214.0
2015-01-10 10:00:00,0.0001,12.335,405.14,558.9724,0.0,0.0007,0.008,1.203,2927.0,852.0
2015-01-10 11:00:00,0.0,14.111,476.0371,640.2789,0.0,0.0006,0.002,1.1949,4515.0,828.0
2015-01-10 12:00:00,0.0,15.384,490.3773,654.9489,0.0,0.0005,0.0015,1.188,5044.0,1346.0
2015-01-10 13:00:00,0.0,15.969,444.0958,601.9403,0.0,0.0004,0.0049,1.1836,5107.0,2139.0
2015-01-10 14:00:00,0.0,15.875,343.3043,484.8669,0.0,0.0004,0.0097,1.1815,4900.0,2602.0
2015-01-10 15:00:00,0.0,14.558,200.8238,311.7581,0.0,0.0004,0.0141,1.182,4463.0,3146.0
2015-01-10 16:00:00,0.0001,11.959,54.0574,103.5618,0.0,0.0004,0.0168,1.1845,4215.0,3812.0
2015-01-10 17:00:00,0.0001,10.407,3.333,8.8073,0.0,0.0004,0.0217,1.1878,3756.0,4411.0
2015-01-10 18:00:00,0.0004,9.58,0.0741,0.3104,0.0,0.0004,0.0377,1.1909,2857.0,4682.0
2015-01-10 19:00:00,0.0008,8.904,0.0,0.0,0.0,0.0004,0.0544,1.1935,1303.0,4400.0
2015-01-10 20:00:00,0.0015,8.348,0.0,0.0,0.0,0.0004,0.0751,1.1958,633.0,4443.0
